"cb46ceab83de01be:f14b23ea00000000","\r\n\r\nSELECT 'old',\r\n       CAST(CASE\r\n                WHEN tr.treg_status = 'C' THEN IFNULL(mp_cr.dip_description, IFNULL(cr.description, 'Unknown'))\r\n                ELSE 'N/A'\r\n            END AS VARCHAR(30)) AS cessation_reason,\r\n       CAST(CASE\r\n                WHEN tr.treg_status = 'C' THEN IFNULL(mp_cr.dip_code_value, IFNULL(tr.cessation_reason_code, 'Unknown'))\r\n                ELSE 'N/A'\r\n            END AS VARCHAR(10)) AS cessation_reason_code\r\nFROM test_refined.rfn_ae_timeline_f AS timeline\r\nLEFT JOIN\r\n     test_refined.rfn_account_sk_map AS sk_map \r\nON   timeline.ird_no = sk_map.ird_no\r\nAND  timeline.edw_tax_type = sk_map.edw_tax_type\r\nAND  timeline.edw_location_number = sk_map.edw_location_number\r\nAND  timeline.record_effective_timestamp = sk_map.record_effective_timestamp\r\nLEFT JOIN \r\n     test_refined.crw_ae_tax_registrations AS tr \r\nON   timeline.ird_no = tr.ird_number\r\nAND  timeline.edw_location_number = tr.location_number\r\nAND  timeline.edw_tax_type = tr.tax_type\r\nAND  timeline.record_effective_timestamp BETWEEN tr.record_effective_timestamp AND tr.record_expiry_timestamp\r\nAND  timeline.record_effective_timestamp >= tr.treg_date_start\r\nAND  tr.tax_type NOT IN ('PAY',\r\n                        'PIE',\r\n                        'INC',\r\n                        'GST')\r\nLEFT JOIN\r\n     test_refined.mp_source_code mp_cr \r\nON   tr.cessation_reason_code = mp_cr.source_code_value\r\n--AND  (tr.tax_type = mp_cr.source_tax_type OR mp_cr.source_tax_type = '')\r\n AND  tr.tax_type                        IN ('', mp_cr.source_tax_type)\r\n--AND  tr.tax_type = IF(mp_cr.source_tax_type = '', tr.tax_type, mp_cr.source_tax_type) \r\nAND  mp_cr.source_system = 'FIRST'\r\nAND  mp_cr.source_code_name = 'CESSATION_REASON'\r\nAND  timeline.record_effective_timestamp BETWEEN mp_cr.record_effective_timestamp AND mp_cr.record_expiry_timestamp\r\nLEFT JOIN \r\n     test_refined.crw_ae_tax_cessation_reasons AS cr \r\nON   cr.cessation_reason_code = tr.cessation_reason_code\r\nAND  timeline.record_effective_timestamp BETWEEN cr.record_effective_timestamp AND cr.record_expiry_timestamp\r\nWHERE tr.ird_number = 63742044\r\nAND  tr.tax_type = 'PPL'\r\nUNION ALL\r\nSELECT 'new',\r\n   CAST(CASE\r\n                WHEN tr.treg_status = 'C' THEN IFNULL(mp_cr.dip_description, IFNULL(cr.description, 'Unknown'))\r\n                ELSE 'N/A'\r\n            END AS VARCHAR(30)) AS cessation_reason,\r\n       CAST(CASE\r\n                WHEN tr.treg_status = 'C' THEN IFNULL(mp_cr.dip_code_value, IFNULL(tr.cessation_reason_code, 'Unknown'))\r\n                ELSE 'N/A'\r\n            END AS VARCHAR(10)) AS cessation_reason_code\r\nFROM test_refined.rfn_ae_timeline_f AS timeline\r\nLEFT JOIN\r\n     test_refined.rfn_account_sk_map AS sk_map \r\nON   timeline.ird_no = sk_map.ird_no\r\nAND  timeline.edw_tax_type = sk_map.edw_tax_type\r\nAND  timeline.edw_location_number = sk_map.edw_location_number\r\nAND  timeline.record_effective_timestamp = sk_map.record_effective_timestamp\r\nLEFT JOIN \r\n     test_refined.crw_ae_tax_registrations AS tr \r\nON   timeline.ird_no = tr.ird_number\r\nAND  timeline.edw_location_number = tr.location_number\r\nAND  timeline.edw_tax_type = tr.tax_type\r\nAND  timeline.record_effective_timestamp BETWEEN tr.record_effective_timestamp AND tr.record_expiry_timestamp\r\nAND  timeline.record_effective_timestamp >= tr.treg_date_start\r\nAND  tr.tax_type NOT IN ('PAY',\r\n                        'PIE',\r\n                        'INC',\r\n                        'GST')\r\nLEFT JOIN\r\n     test_refined.mp_source_code mp_cr \r\nON   tr.cessation_reason_code = mp_cr.source_code_value\r\n--AND  (tr.tax_type = mp_cr.source_tax_type OR mp_cr.source_tax_type = '')\r\n--AND  tr.tax_type                        IN ('', mp_cr.source_tax_type)\r\nAND  mp_cr.source_tax_type IN ('', tr.tax_type)\r\nAND  mp_cr.source_system = 'FIRST'\r\nAND  mp_cr.source_code_name = 'CESSATION_REASON'\r\nAND  timeline.record_effective_timestamp BETWEEN mp_cr.record_effective_timestamp AND mp_cr.record_expiry_timestamp\r\nLEFT JOIN \r\n     test_refined.crw_ae_tax_cessation_reasons AS cr \r\nON   cr.cessation_reason_code = tr.cessation_reason_code\r\nAND  timeline.record_effective_timestamp BETWEEN cr.record_effective_timestamp AND cr.record_expiry_timestamp\r\nWHERE tr.ird_number = 63742044\r\nAND  tr.tax_type = 'PPL'","QUERY","FINISHED","2020-03-23T21:57:05.306Z","2020-03-25T19:43:14.893Z","18","27","448668","543469","6.0637119125E7","0","4850969530","0","4850969530","OK","6.853781925532119E8","22","false","","6","0","0","hue/ird26au.vsp.sas.com@VSP.SAS.COM","true","21","9.896046938E9","100","ird33au.vsp.sas.com:22000","HIVESERVER2","0","6625379285","100","0","164677628","","","ird0sxw","PARQUET/NONE,PARQUET/SNAPPY","Admitted immediately","root.ird0sxw","","7c4550ffe22191e8:80dbb161dca47b4","0","false","100","6.69618618394E11","2017539","51","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:58608","0","4850969530","2.147483648E9","1024150","49","1249","ird0sxw","18cf2c6b-5051-4cc8-8986-a71a8710c1fe","True","test_refined","164769587"
"5842f7626effa102:4e486d7200000000","CREATE VIEW dev_raw_restricted_access.app_tblnz_studylinkmaintainlg\r\nAS SELECT \r\nz.fi64MaintainLogKey,\r\nz.flngAccountKey,\r\nz.fstrCorrelationID,\r\nz.fstrIRDNumber,\r\nz.fstrFamilyName,\r\nz.fstrFirstName,\r\nz.fstrMiddleName,\r\nz.fdtmDOB,\r\nz.fstrAccountType,\r\nz.fstrAddressLine1,\r\nz.fstrAddressLine2,\r\nz.fstrSuburb,\r\nz.fstrCity,\r\nz.fstrPostCode,\r\nz.fstrAddressAction,\r\nz.fblnAddressProcessed,\r\nz.fstrPhoneHome,\r\nz.fstrPhoneHomeAction,\r\nz.fblnPhoneHomeProcessed,\r\nz.fstrPhoneWork,\r\nz.fstrPhoneWorkAction,\r\nz.fblnPhoneWorkProcessed,\r\nz.fstrPhoneMobile,\r\nz.fstrPhoneMobileAction,\r\nz.fblnPhoneMobileProcessed,\r\nz.fstrEmail,\r\nz.fstrEmailAction,\r\nz.fblnEmailProcessed,\r\nz.fdtmReceived,\r\nz.fdtmProcessed,\r\nz.fstrWho,\r\nz.fdtmWhen,\r\nz.record_effective_timestamp,\r\nz.record_expiry_timestamp,\r\nz.record_active_flag, \r\nz.record_deleted_flag,\r\nz.insert_object_run_key,\r\nz.update_object_run_key\r\n FROM DEV_RAW.app_tblnz_studylinkmaintainlg z\r\nleft join \r\nDEV_RAW.app_tblaccount ac\r\nON z.flngAccountKey = ac.flngAccountKey\r\nleft join \r\nDEV_RAW.app_tblcustomerinfo cl \r\nON ac.flngcustomerkey = cl.flngcustomerkey\r\nWHERE\r\nnvl(ac.record_active_flag, 'Y') = 'Y'\r\nAND nvl(ac.record_deleted_flag, 'N') = 'N'\r\nAND nvl(cl.fstrcustomerlevel, 'STD') = 'STD'\r\nAND nvl(cl.record_active_flag, 'Y') = 'Y'\r\nAND nvl(cl.record_deleted_flag, 'N') = 'N'","DDL","FINISHED","2020-03-23T22:34:19.715Z","2020-03-25T03:46:07.474Z","null","","","","","","","","","OK","","","false","CREATE_VIEW","","0","","hue/ird26au.vsp.sas.com@VSP.SAS.COM","false","3","","100","","HIVESERVER2","","","","","105107709","","","ird0nxl","","Unknown","","","6f4836e167297e35:655c00fb9dfa9ba4","","false","","","","","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:58608","","","","","","","ird0nxl","18cf2c6b-5051-4cc8-8986-a71a8710c1fe","True","dev_raw","105107759"
"b7463f22f0b3da9a:93a5913c00000000","truncate table dev_refined.rfn_ae_timeline","DDL","FINISHED","2020-03-23T23:52:54.015Z","2020-03-24T19:55:55.349Z","null","","","","","","","","","OK","","","false","TRUNCATE_TABLE","","0","","hue/ird26au.vsp.sas.com@VSP.SAS.COM","false","0","","100","","HIVESERVER2","","","","","72180995","","","ird0sxw","","Unknown","","","7c4550ffe22191e8:80dbb161dca47b4","","false","","","","","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:58608","","","","","","","ird0sxw","18cf2c6b-5051-4cc8-8986-a71a8710c1fe","True","test_refined","72181334"
"9b4e4650130cf254:caf4740b00000000","select distinct fstrincometype from app_tblnz_income","QUERY","FINISHED","2020-03-23T18:15:01.064Z","2020-03-24T17:10:09.922Z","42","59","15368","22449","2561290.9166666665","0","122941964","0","122941964","OK","6.30489690760773E8","40","false","","6","0","0","hue/ird26au.vsp.sas.com@VSP.SAS.COM","false","2","4.254072832E7","100","ird29au.vsp.sas.com:22000","HIVESERVER2","0","113246208","100","0","82506566","","","ird0mxm1","PARQUET/SNAPPY","Admitted immediately","root.ird0mxm1","","5643f5be93ccceaf:3c39d9193b94bbab","0","false","100","6578210.0","38115","0","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:35016","1","122941964","4.254072832E7","89","13","206","ird0mxm1","18cf2c6b-5051-4cc8-8986-a71a8710c1fe","True","prod_raw_restricted_access","82508858"
"a845d2fb2d5a2799:7dd67d6500000000","select count(customer_key),type from zz_train_r3a_customer_interactions group by type","QUERY","FINISHED","2020-03-23T19:08:23.955Z","2020-03-24T16:43:09.752Z","6","44","1545","1696","3929524.8333333335","0","23577149","0","23577149","OK","2.936216583072593E7","40","false","","6","0","0","hue/ird27au.vsp.sas.com@VSP.SAS.COM","false","1","1.395654656E7","100","ird33au.vsp.sas.com:22000","HIVESERVER2","0","121634816","100","0","77685463","","","ird0jxt","PARQUET/SNAPPY","Admitted immediately","root.ird0jxt","","fd44e3168e2191ed:a8aa44d4022373b5","0","false","100","0.0","3888","2","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:55568","15","23577149","1.395654656E7","67","13","577","ird0jxt","c1ba5321-cc30-4e24-8538-0b3fc2c4a981","True","lab_public_project","77685797"
"ad43414103ae45b2:e571d1fb00000000","select count(*) from zz_train_r3a_customer_interactions","QUERY","FINISHED","2020-03-23T19:06:15.669Z","2020-03-24T16:43:09.733Z","1","32","132","300","102400.0","0","614400","0","614400","OK","5036207.454467385","14","false","","6","0","0","hue/ird27au.vsp.sas.com@VSP.SAS.COM","false","1","","100","ird30au.vsp.sas.com:22000","HIVESERVER2","0","22020096","100","0","77813903","","","ird0jxt","PARQUET/Unknown(Skipped)","Admitted immediately","root.ird0jxt","","fd44e3168e2191ed:a8aa44d4022373b5","0","false","100","","930","1","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:55568","52","614400","229724.16","10","7","485","ird0jxt","c1ba5321-cc30-4e24-8538-0b3fc2c4a981","True","lab_public_project","77814064"
"5a4acb792265fdf6:7c803b0d00000000","\nselect * from wxt_sc07feb_4_pit0312_scoring_base_elements where ird_number in (69648487)","QUERY","FINISHED","2020-03-23T21:50:45.297Z","2020-03-24T16:43:09.717Z","2","63","50","127","1999247.4","0","9996237","0","9996237","OK","6.247835169565389E8","25","false","","6","0","0","hue/ird27au.vsp.sas.com@VSP.SAS.COM","false","1","","100","ird31au.vsp.sas.com:22000","HIVESERVER2","0","33554432","100","0","67944383","","","ird0axa","TEXT/NONE","Admitted immediately","root.ird0axa","","a742d7476a0d3d51:851cebcdfbf777b3","0","false","100","","202","3","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:55568","8","9996237","4288675.84","6","6","16","ird0axa","c1ba5321-cc30-4e24-8538-0b3fc2c4a981","True","lab_daur_project","67944420"
"e547afcd9749e6f9:827f59fd00000000","describe dev_raw.app_tblnz_rtnpsoemployeesmry","DDL","FINISHED","2020-03-23T00:31:12.106Z","2020-03-24T10:03:57.185Z","null","","","","","","","","","OK","","","false","DESCRIBE_TABLE","","0","","hue/ird27au.vsp.sas.com@VSP.SAS.COM","false","0","","100","","HIVESERVER2","","","","","120765077","","","ird0axs","","Unknown","","","f546fa05202751ab:46ca7a15846ea99e","","false","","","","","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:49224","","","","","","","ird0axs","c1ba5321-cc30-4e24-8538-0b3fc2c4a981","True","lab_fcp_raw_restricted_access","120765079"
"3a481737fe15442a:6199489500000000","select date_trunc('day', record_effective_timestamp) AS return_effective_day\r\n     , date_trunc('month', fdtmwhen) as Rec_Month\r\n     , count(*) as Recs\r\nfrom prod_raw_restricted_access.app_tblperiodbillitem\r\ngroup by date_trunc('day', record_effective_timestamp), date_trunc('month', fdtmwhen)\r\norder by date_trunc('day', record_effective_timestamp), date_trunc('month', fdtmwhen)","QUERY","FINISHED","2020-03-23T22:00:58.807Z","2020-03-24T10:03:57.143Z","137","62","21535","35767","4.596751502857143E7","0","1608863026","0","1608863026","OK","6.435630592353101E8","37","false","","6","0","0","hue/ird27au.vsp.sas.com@VSP.SAS.COM","false","18","2.9515317248E8","100","ird32au.vsp.sas.com:22000","HIVESERVER2","0","14905867058","100","0","43374565","","","ird0sxd","PARQUET/SNAPPY","Admitted immediately","root.ird0sxd","","224576ef6d054c44:175fbfc135d4aa91","0","false","100","2.89869535E8","57903","0","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:49224","1","1608863026","2.9515317248E8","93","13","506","ird0sxd","c1ba5321-cc30-4e24-8538-0b3fc2c4a981","True","prod_jnl","43378336"
"d4261843d9fa5a7:6629b33c00000000","\r\nselect * from prod_raw.app_tblcustomerlevel where flngcustomerkey=1784035840","QUERY","FINISHED","2020-03-22T20:51:09.279Z","2020-03-24T10:03:57.127Z","2","50","1435","2236","4.93764105E7","0","296258463","0","296258463","OK","1.198961974567891E8","32","false","","5","0","0","hue/ird27au.vsp.sas.com@VSP.SAS.COM","false","1","2.50040229E8","100","ird28au.vsp.sas.com:22000","HIVESERVER2","0","645922816","100","0","133966994","","","ird0sxd","PARQUET/(NONE,SNAPPY),PARQUET/SNAPPY","Admitted immediately","root.ird0sxd","","224576ef6d054c44:175fbfc135d4aa91","0","false","100","1.07451556E8","4505","0","impalad version 2.12.0-cdh5.15.1 RELEASE (build 64f4e19bf59fab8664ebff7e80fc70570dcd8cb8)","10.239.248.14:49224","18","296258463","1.1402215424E8","6","6","825","ird0sxd","c1ba5321-cc30-4e24-8538-0b3fc2c4a981","True","prod_raw_restricted_access","133967848"
